Description_ID,Unstructured_Description,color_extracted,brand_extracted,size_extracted,top1_sku,top1_conf,top2_sku,top2_conf,top3_sku,top3_conf,match_reason
DESC0125,"Good afternoon, do you happen to have the red dress from Style in size L? Thanks in advance!",red,style,l,SKU1000534,0.8619972261347623,SKU1000476,0.43682077656677787,,,color match: red; brand match: style; size match: l; text similarity: 0.862
DESC0126,"After Black option in XXL, preferably Jacket.",black,,xxl,SKU1000072,0.678276242177389,SKU1000500,0.26360334206231156,SKU1000795,0.2598557236246918,color match: black; size match: xxl; text similarity: 0.678
DESC0127,"Want burgundy option in tops, open to suggestions.",burgundy,,,SKU1000223,0.34461078947559054,SKU1000285,0.3443428462602169,SKU1000281,0.3428532190093808,color match: burgundy; text similarity: 0.345
DESC0128,"After Tan option in XS, preferably Shirt.",tan,,xs,SKU1000160,0.6320569153585681,SKU1000196,0.6234104500946016,SKU1000650,0.2803287737554022,color match: tan; size match: xs; text similarity: 0.632
DESC0129,Do you carry Modern Jeans for Spring 2025?,,modern,,SKU1000466,0.8202633576520322,SKU1000446,0.7728971863592329,SKU1000406,0.7539754334098148,brand match: modern; text similarity: 0.820
DESC0130,"Searching for the Elite shirt finished in cedar brown, XXL size.",brown,elite,xxl,SKU1000220,0.8142804597036942,SKU1000564,0.5066118373786243,SKU1000746,0.47497195157292493,color match: brown; brand match: elite; size match: xxl; text similarity: 0.814
DESC0131,Looking for the eggshell shirt from Premium in L.,,premium,l,SKU1000238,0.8248269222357829,SKU1000145,0.3479479941010662,SKU1000443,0.34241122505450367,brand match: premium; size match: l; text similarity: 0.825
DESC0132,"I want Style's off-white turtleneck in XXL, please.",white,style,xxl,SKU1000297,0.8757700280218967,SKU1000231,0.81066237125019,SKU1000452,0.4695289286684605,color match: white; brand match: style; size match: xxl; text similarity: 0.876
DESC0133,"After Black option in XXL, preferably Pants.",black,,xxl,SKU1000360,0.6469836002463336,SKU1000500,0.2683848171409819,SKU1000795,0.2645692210213507,color match: black; size match: xxl; text similarity: 0.647
DESC0134,"Hi there, do you happen to have the brown jeans from Urban in size XL? Thanks so much!",brown,urban,xl,SKU1000321,0.8158354205861913,SKU1000578,0.5024806569927364,SKU1000189,0.4538534595151308,color match: brown; brand match: urban; size match: xl; text similarity: 0.816
DESC0135,"Good afternoon, I'm checking if you carry the blue turtleneck from Urban in size L? Let me know what's possible.",blue,urban,l,SKU1000201,0.8029258298842717,,,,,color match: blue; brand match: urban; size match: l; text similarity: 0.803
DESC0136,"Hey team, I'm hoping to order the blue sandals from Modern in size XL? Thanks so much!",blue,modern,xl,SKU1000747,0.8301653159167897,SKU1000300,0.46881911711680213,SKU1000019,0.43826946049209625,color match: blue; brand match: modern; size match: xl; text similarity: 0.830
DESC0137,Do you have any tops options suitable for Winter 2025?,,,,SKU1000244,0.3248159070364218,SKU1000232,0.3186179901129702,SKU1000181,0.31331874789529623,text similarity: 0.325
DESC0138,"After Charcoal option in M, preferably Blouse.",charcoal,,m,SKU1000233,0.6912224588015743,SKU1000257,0.6676724181225578,SKU1000483,0.19794452679499216,color match: charcoal; size match: m; text similarity: 0.691
DESC0139,"Want jeans with breathable performance, gray in XXL for Fall 2024.",gray,,xxl,SKU1000336,0.6997029869371695,SKU1000664,0.35320592921837807,SKU1000270,0.30080216422410094,color match: gray; size match: xxl; text similarity: 0.700
DESC0140,"Looking for well-ventilated brown t-shirt in L, ideally cotton.",brown,,l,SKU1000313,0.7137578661456594,SKU1000345,0.30549766745330853,SKU1000599,0.18130039277213303,color match: brown; size match: l; text similarity: 0.714
DESC0141,"Good afternoon, I'm hoping to order the white t-shirt from Nordic in size L? Thanks in advance!",white,nordic,l,SKU1000235,0.7489096565936691,,,,,color match: white; brand match: nordic; size match: l; text similarity: 0.749
DESC0142,"Want polo with airy performance, blue in M for Summer 2024.",blue,,m,SKU1000206,0.7300482772551367,SKU1000252,0.2320931270607678,SKU1000504,0.21217004191113198,color match: blue; size match: m; text similarity: 0.730
DESC0143,Nordic Gown in Olive size XS,olive,nordic,xs,SKU1000541,0.828066898733004,,,,,color match: olive; brand match: nordic; size match: xs; text similarity: 0.828
DESC0144,Do you carry Essential Parka for Winter 2024?,,essential,,SKU1000058,0.8013150973441261,SKU1000118,0.7816400334207952,SKU1000064,0.7446066297001867,brand match: essential; text similarity: 0.801
DESC0145,"Want polo with moisture-wicking performance, white in L for Spring 2025.",white,,l,SKU1000260,0.7543554732844956,SKU1000667,0.2750491591317033,SKU1000045,0.2748346795828643,color match: white; size match: l; text similarity: 0.754
DESC0146,Need Comfort Jacket Gray size M,gray,comfort,m,SKU1000126,0.8223334876881603,,,,,color match: gray; brand match: comfort; size match: m; text similarity: 0.822
DESC0147,"Do you have the lassic Blaer in oilve, size M?",olive,classic,m,SKU1000123,0.0,,,,,color match: olive; brand match: classic; size match: m; text similarity: 0.000
DESC0148,"I want Elite's noir skirt in XXL, please.",,elite,xxl,SKU1000337,0.7592731152025721,SKU1000481,0.4056424957270579,SKU1000482,0.4056424957270579,brand match: elite; size match: xxl; text similarity: 0.759
DESC0149,"Need size XXL Turtleneck this season, any brand works.",,,xxl,SKU1000219,0.6867513606192377,SKU1000297,0.6867513606192377,SKU1000255,0.6651370576030675,size match: xxl; text similarity: 0.687
DESC0150,"Need green jeans that are well-ventilated for Fall 2024, size M.",green,,m,SKU1000431,0.6737273342742949,SKU1000079,0.26552279151042013,SKU1000116,0.253265589426133,color match: green; size match: m; text similarity: 0.674
DESC0151,"Do you have the Prremium Jackt in lue, size XS?",blue,premium,xs,SKU1000138,0.21532715139353484,,,,,color match: blue; brand match: premium; size match: xs; text similarity: 0.215
DESC0152,"Searching for the Alpine skirt finished in ecru, XXL size.",,alpine,xxl,SKU1000462,0.7810843268524625,SKU1000347,0.7489273141414812,SKU1000465,0.3856026757828775,brand match: alpine; size match: xxl; text similarity: 0.781
DESC0153,Looking for Classic Shirt Charcoal XXL,charcoal,classic,xxl,SKU1000244,0.8588440601091033,,,,,color match: charcoal; brand match: classic; size match: xxl; text similarity: 0.859
DESC0154,"Need green sweater that is flexible for Winter 2025, size XL.",green,,xl,SKU1000246,0.737748344549663,SKU1000687,0.3279783795690867,SKU1000247,0.2641130995606552,color match: green; size match: xl; text similarity: 0.738
DESC0155,"Searching for versatile outerwear, preferably XS.",,,xs,SKU1000138,0.2950317570948936,SKU1000152,0.2950039405966156,SKU1000036,0.2950039405966156,size match: xs; text similarity: 0.295
DESC0156,Need Comffort's phite Yress sz XXL asap.,white,comfort,xxl,SKU1000591,0.22693657663337977,,,,,color match: white; brand match: comfort; size match: xxl; text similarity: 0.227
DESC0157,"Hi, could you help me find the blue vest from Elite in size XL? Let me know what's possible.",blue,elite,xl,SKU1000119,0.8499766818955824,SKU1000009,0.4386377737698486,,,color match: blue; brand match: elite; size match: xl; text similarity: 0.850
DESC0158,Nordic Jacket in Blue size M,blue,nordic,m,SKU1000114,0.7866682653056422,,,,,color match: blue; brand match: nordic; size match: m; text similarity: 0.787
DESC0159,"Do you have the Elitte Dresss in brwn, size XXL?",brown,elite,xxl,SKU1000564,0.22319850557690482,SKU1000220,0.21934674387419248,SKU1000746,0.20925888808790782,color match: brown; brand match: elite; size match: xxl; text similarity: 0.223
DESC0160,"After Gray option in S, preferably Jeans.",gray,,s,SKU1000411,0.7030007338548391,SKU1000381,0.6575986739274233,SKU1000044,0.1880571126189792,color match: gray; size match: s; text similarity: 0.703
DESC0161,Do you carry Urban Parka for Winter 2024?,,urban,,SKU1000124,0.8529991633637478,SKU1000130,0.7064680896333837,SKU1000088,0.7054336511911352,brand match: urban; text similarity: 0.853
DESC0162,"Need cream blazer that is waterproof for Winter 2025, size XXL.",cream,,xxl,SKU1000081,0.7255432098504813,SKU1000155,0.3475469038047019,SKU1000641,0.3271205803185677,color match: cream; size match: xxl; text similarity: 0.726
DESC0163,"Looking for wrinkle-free and high-stretch brown pants in M, ideally linen.",brown,,m,SKU1000365,0.7478449202079996,SKU1000370,0.5821441319689269,SKU1000490,0.1867061745913506,color match: brown; size match: m; text similarity: 0.748
DESC0164,Looking for the olive tone outerwear piece from Urban in M.,olive,urban,m,SKU1000066,0.533227215201264,SKU1000271,0.5154735057218742,SKU1000628,0.5145350062946279,color match: olive; brand match: urban; size match: m; text similarity: 0.533
DESC0165,Do you carry Elite Vest for Fall 2025?,,elite,,SKU1000113,0.8462448554743238,SKU1000119,0.725078281322032,SKU1000035,0.7093233098119552,brand match: elite; text similarity: 0.846
DESC0166,"Need size XS Boots this season, any brand works.",,,xs,SKU1000650,0.6710075131008187,SKU1000725,0.6710075131008187,SKU1000770,0.6600341298747074,size match: xs; text similarity: 0.671
DESC0167,Need Stmle's ggray Sandzls sz M asap.,gray,style,m,SKU1000662,0.0,SKU1000475,0.0,,,color match: gray; brand match: style; size match: m; text similarity: 0.000
DESC0168,Looking for the camel roll-neck from Classic in S.,,classic,s,SKU1000598,0.5605628773505185,SKU1000202,0.5406347265273406,SKU1000530,0.5396504171970582,brand match: classic; size match: s; text similarity: 0.561
DESC0169,"Green Dress from Comfort, size M",green,comfort,m,SKU1000576,0.8288655328174481,SKU1000197,0.4505538681618303,,,color match: green; brand match: comfort; size match: m; text similarity: 0.829
DESC0170,"Do you have the Prmeium Pollo in charrcoal, size L?",charcoal,premium,l,SKU1000284,0.0,,,,,color match: charcoal; brand match: premium; size match: l; text similarity: 0.000
DESC0171,"Looking for Olive Boots, size XL.",olive,,xl,SKU1000750,0.7113500066491707,SKU1000724,0.26561257868454846,SKU1000796,0.2655366501647433,color match: olive; size match: xl; text similarity: 0.711
DESC0172,Do you carry Alpine Blouse for Winter 2025?,blue,alpine,,SKU1000716,0.3871684105186215,SKU1000546,0.3290746063277562,SKU1000062,0.32210262392261046,color match: blue; brand match: alpine; text similarity: 0.387
DESC0173,"Need size XS Sneakers this season, any brand works.",,,xs,SKU1000731,0.6710075131008187,SKU1000681,0.6496849745946689,SKU1000726,0.6493780584086891,size match: xs; text similarity: 0.671
DESC0174,"Hello, do you happen to have the blue coat from Classic in size S? Let me know what's possible.",blue,classic,s,SKU1000151,0.8801277948272292,,,,,color match: blue; brand match: classic; size match: s; text similarity: 0.880
DESC0175,Need Urban Jeans Red size XL,red,urban,xl,SKU1000331,0.7711822609757626,SKU1000457,0.4698473270086762,,,color match: red; brand match: urban; size match: xl; text similarity: 0.771
DESC0176,"White Sandals from Nordic, size M",white,nordic,m,SKU1000727,0.8758179349561839,,,,,color match: white; brand match: nordic; size match: m; text similarity: 0.876
DESC0177,"Looking for crease-resistant white sundress in L, ideally silk.",white,,l,SKU1000554,0.6524541614174746,SKU1000608,0.5090483130465633,SKU1000762,0.17157315806394635,color match: white; size match: l; text similarity: 0.652
DESC0178,Looking for the cobalt knit sweater from Nordic in L.,blue,nordic,l,SKU1000140,0.2907918192954538,,,,,color match: blue; brand match: nordic; size match: l; text similarity: 0.291
DESC0179,"Looking for ccharcoal Sundrhss by Nrdic, size XXL please.",charcoal,nordic,xxl,SKU1000017,0.21497860471723634,SKU1000536,0.21231163009803983,SKU1000448,0.1997699654469084,color match: charcoal; brand match: nordic; size match: xxl; text similarity: 0.215
DESC0180,"Do you have the Commfort Yoots in bnack, size XL?",black,comfort,xl,SKU1000676,0.21966669441098566,SKU1000640,0.20953023298446444,,,color match: black; brand match: comfort; size match: xl; text similarity: 0.220
DESC0181,Need Essential Leggings Red size S,red,essential,s,SKU1000329,0.8067204890540517,,,,,color match: red; brand match: essential; size match: s; text similarity: 0.807
DESC0182,"Good afternoon, I'm hoping to order the burgundy gown from Nordic in size S? Thanks so much!",burgundy,nordic,s,SKU1000484,0.7890104596168348,SKU1000593,0.47329529764601197,,,color match: burgundy; brand match: nordic; size match: s; text similarity: 0.789
DESC0183,Do you carry Essential Parka for Winter 2025?,,essential,,SKU1000064,0.7769562989258935,SKU1000058,0.7649485084095449,SKU1000118,0.7490953503161089,brand match: essential; text similarity: 0.777
DESC0184,"Good afternoon, I'm checking if you carry the beige skirt from Modern in size XS? Appreciate your help.",beige,modern,xs,SKU1000352,0.8433607394880261,SKU1000764,0.4774541762922068,,,color match: beige; brand match: modern; size match: xs; text similarity: 0.843
DESC0185,"Looking for heat-retaining gray sneakers in XS, ideally nylon.",gray,,xs,SKU1000671,0.7278829153831704,SKU1000726,0.6037348774111779,SKU1000771,0.5777146350135518,color match: gray; size match: xs; text similarity: 0.728
DESC0186,"Searching for versatile outerwear, preferably M.",,,m,SKU1000051,0.20651219681488614,SKU1000123,0.20651219681488614,SKU1000069,0.20651219681488614,size match: m; text similarity: 0.207
DESC0187,Do you stock Premium's knit jumper in that olive tone? I need S.,olive,premium,s,SKU1000276,0.563689872152036,,,,,color match: olive; brand match: premium; size match: s; text similarity: 0.564
DESC0188,Do you stock Premium's formal dress in that ruby red? I need S.,red,premium,s,SKU1000592,0.4495985826532882,SKU1000179,0.4098623719372337,,,color match: red; brand match: premium; size match: s; text similarity: 0.450
DESC0189,"Do you have the Uran Blose in oolive, size XS?",olive,urban,xs,SKU1000553,0.23041089697663025,SKU1000438,0.20813997087525263,SKU1000263,0.2054480846878216,color match: olive; brand match: urban; size match: xs; text similarity: 0.230
DESC0190,Do you carry Essential Jacket for Winter 2025?,,essential,,SKU1000150,0.825643134038287,SKU1000078,0.7994661050759002,SKU1000084,0.7092655080309136,brand match: essential; text similarity: 0.826
DESC0191,"Need size XXL Dress this season, any brand works.",,,xxl,SKU1000552,0.6262808918129479,SKU1000591,0.6143306244334424,SKU1000564,0.604211446818409,size match: xxl; text similarity: 0.626
DESC0192,"Looking for creeam Veyt by Pemium, size XS please.",cream,premium,xs,SKU1000095,0.20365523463043908,,,,,color match: cream; brand match: premium; size match: xs; text similarity: 0.204
DESC0193,Do you stock Urban's bermuda shorts in that deep wine? I need S.,,urban,s,SKU1000458,0.7783028629412883,SKU1000166,0.34715133029027995,SKU1000128,0.3224672853361537,brand match: urban; size match: s; text similarity: 0.778
DESC0194,"Do you have the Noordic Bloume in meige, size XXL?",blue,nordic,xxl,SKU1000190,0.23152319163863685,SKU1000259,0.23142454065384366,SKU1000295,0.2313510607256543,color match: blue; brand match: nordic; size match: xxl; text similarity: 0.232
DESC0195,Do you stock Elite's silky top in that navy blue? I need S.,navy,elite,s,SKU1000191,0.424504864316669,,,,,color match: navy; brand match: elite; size match: s; text similarity: 0.425
DESC0196,"I want Essential's wine red slip-ons in XL, please.",red,essential,xl,SKU1000708,0.5763007730598362,,,,,color match: red; brand match: essential; size match: xl; text similarity: 0.576
DESC0197,Do you stock Modern's long coat in that sage green? I need XL.,olive,modern,xl,SKU1000043,0.6593428623664452,,,,,color match: olive; brand match: modern; size match: xl; text similarity: 0.659
DESC0198,"Charcoal Leggings from Modern, size L",charcoal,modern,l,SKU1000334,0.8327074565036632,,,,,color match: charcoal; brand match: modern; size match: l; text similarity: 0.833
DESC0199,"Searching for versatile dresses, preferably S.",,,s,SKU1000598,0.2217835032007184,SKU1000596,0.2217835032007184,SKU1000631,0.21726380817005433,size match: s; text similarity: 0.222
DESC0200,"Need size XL Gown this season, any brand works.",,,xl,SKU1000613,0.6281811810809046,SKU1000547,0.6281811810809046,SKU1000625,0.627982467213875,size match: xl; text similarity: 0.628
DESC0201,"Looking for rain-ready black coat in XXL, ideally denim.",black,,xxl,SKU1000085,0.7359416238650209,SKU1000013,0.6156941554307896,SKU1000073,0.5863571348684452,color match: black; size match: xxl; text similarity: 0.736
DESC0202,"Need size M Blazer this season, any brand works.",,,m,SKU1000051,0.690419000374116,SKU1000123,0.690419000374116,SKU1000069,0.690419000374116,size match: m; text similarity: 0.690
DESC0203,"Hi there, I'm checking if you carry the beige sweater from Urban in size XS? Let me know what's possible.",beige,urban,xs,SKU1000162,0.8751973306098122,SKU1000294,0.7974976539725562,SKU1000348,0.4707936753396951,color match: beige; brand match: urban; size match: xs; text similarity: 0.875
DESC0204,"Hey team, I'm checking if you carry the cream boots from Nordic in size L? Let me know what's possible.",cream,nordic,l,SKU1000645,0.8758179349561841,,,,,color match: cream; brand match: nordic; size match: l; text similarity: 0.876
DESC0205,Looking for charcoal outerwear for Fall 2024.,charcoal,,,SKU1000039,0.40056379385979457,SKU1000104,0.40019172596565444,SKU1000112,0.3987674477506159,color match: charcoal; text similarity: 0.401
DESC0206,Looking for the army green slip-ons from Modern in S.,green,modern,s,SKU1000583,0.5627736990942974,SKU1000568,0.5620204629040852,,,color match: green; brand match: modern; size match: s; text similarity: 0.563
DESC0207,"After Charcoal option in L, preferably Heels.",charcoal,,l,SKU1000704,0.6909396675851159,SKU1000603,0.19848811998451227,SKU1000600,0.19848811998451227,color match: charcoal; size match: l; text similarity: 0.691
DESC0208,Looking for Style Gown Beige XS,beige,style,xs,SKU1000520,0.7758757836784531,,,,,color match: beige; brand match: style; size match: xs; text similarity: 0.776
DESC0209,"Looking for quick-dry green cardigan in XL, ideally denim.",green,,xl,SKU1000056,0.7718830229617317,SKU1000437,0.3074574741529035,SKU1000508,0.2977907191263127,color match: green; size match: xl; text similarity: 0.772
DESC0210,Looking for Nordic Gown Cream S,cream,nordic,s,SKU1000637,0.8023542916499415,SKU1000359,0.4580304499813627,SKU1000768,0.41632916136603193,color match: cream; brand match: nordic; size match: s; text similarity: 0.802
DESC0211,Looking for the deep blue leggings from Alpine in XS.,blue,alpine,xs,SKU1000364,0.8066921101491235,SKU1000546,0.502593000469834,SKU1000062,0.4413161143809383,color match: blue; brand match: alpine; size match: xs; text similarity: 0.807
DESC0212,Do you carry Classic Skirt for Winter 2025?,,classic,,SKU1000402,0.8527635688236228,SKU1000372,0.7821133508011957,SKU1000332,0.736816548685866,brand match: classic; text similarity: 0.853
DESC0213,"Need something leather in a dresses style, XXL size.",,style,xxl,SKU1000452,0.5305125254324118,SKU1000442,0.49809388172785135,SKU1000552,0.49531549889134374,brand match: style; size match: xxl; text similarity: 0.531
DESC0214,"Searching for the Modern vest finished in soft ivory, XL size.",,modern,xl,SKU1000053,0.8376594531637788,SKU1000101,0.7891012134760911,SKU1000486,0.38974462082609285,brand match: modern; size match: xl; text similarity: 0.838
DESC0215,"Searching for the Nordic loafers finished in chocolate, M size.",,nordic,m,SKU1000658,0.8311455404136123,SKU1000538,0.34646869079552445,SKU1000727,0.328314076695257,brand match: nordic; size match: m; text similarity: 0.831
DESC0216,Need Alpine Gown Green size XL,green,alpine,xl,SKU1000508,0.7659532005951293,SKU1000687,0.4895245130507588,SKU1000056,0.47398221737682233,color match: green; brand match: alpine; size match: xl; text similarity: 0.766
DESC0217,Looking for Premium Pants Navy XS,navy,premium,xs,SKU1000375,0.8037228196741022,SKU1000492,0.4939427366694801,,,color match: navy; brand match: premium; size match: xs; text similarity: 0.804
DESC0218,"After Navy option in M, preferably T-Shirt.",navy,,m,SKU1000289,0.6050251740189942,SKU1000507,0.20924074516699015,SKU1000753,0.20544452228443075,color match: navy; size match: m; text similarity: 0.605
DESC0219,"After Tan option in S, preferably Shirt.",tan,,s,SKU1000262,0.585988117479372,SKU1000351,0.20544452228443075,SKU1000560,0.2046741371168099,color match: tan; size match: s; text similarity: 0.586
DESC0220,"Gray Sweater from Elite, size XXL",gray,elite,xxl,SKU1000270,0.8354054700185628,SKU1000482,0.49547679996653216,SKU1000481,0.49547679996653216,color match: gray; brand match: elite; size match: xxl; text similarity: 0.835
DESC0221,Do you stock Elite's dressy top in that sage green? I need L.,olive,elite,l,SKU1000419,0.3394148127792362,SKU1000251,0.3337753006268204,,,color match: olive; brand match: elite; size match: l; text similarity: 0.339
DESC0222,Do you have any dresses options suitable for Winter 2024?,,,,SKU1000606,0.3339858336242819,SKU1000509,0.33347921941999986,SKU1000614,0.33332967228558,text similarity: 0.334
DESC0223,"Blue Sweater from Modern, size M",blue,modern,m,SKU1000252,0.8801277948272292,,,,,color match: blue; brand match: modern; size match: m; text similarity: 0.880
DESC0224,"Need charcoal boots that are quick-drying and waterproof for Winter 2024, size XL.",charcoal,,xl,SKU1000680,0.730384031134836,SKU1000004,0.2550097593357822,SKU1000301,0.2518829790336027,color match: charcoal; size match: xl; text similarity: 0.730
DESC0225,Need Classic Vest Tan size L,tan,classic,l,SKU1000041,0.853274448553694,,,,,color match: tan; brand match: classic; size match: l; text similarity: 0.853
DESC0226,Do you stock Classic's a-line skirt in that sage green? I need XXL.,olive,classic,xxl,SKU1000372,0.6689104628018061,,,,,color match: olive; brand match: classic; size match: xxl; text similarity: 0.669
DESC0227,"Good afternoon, could you help me find the gray heels from Essential in size M? Appreciate your help.",gray,essential,m,SKU1000674,0.8203418646335354,,,,,color match: gray; brand match: essential; size match: m; text similarity: 0.820
DESC0228,"Want jacket with UV-protective performance, red in XXL for Fall 2024.",red,,xxl,SKU1000054,0.7213830157775515,SKU1000149,0.3007644128975282,SKU1000296,0.27153604615834914,color match: red; size match: xxl; text similarity: 0.721
DESC0229,"Looking for nevy Poolo by Aodern, size S please.",,modern,s,SKU1000788,0.0,SKU1000718,0.0,SKU1000669,0.0,brand match: modern; size match: s; text similarity: 0.000
DESC0230,"Good afternoon, I'm checking if you carry the navy sandals from Classic in size S? Thanks so much!",navy,classic,s,SKU1000647,0.8320918318037377,SKU1000530,0.44283374177517576,,,color match: navy; brand match: classic; size match: s; text similarity: 0.832
DESC0231,"Looking for bevge Snakers by Classzc, size S please.",beige,classic,s,SKU1000651,0.0,SKU1000402,0.0,,,color match: beige; brand match: classic; size match: s; text similarity: 0.000
DESC0232,"After White option in XS, preferably Heels.",white,,xs,SKU1000769,0.6492506598563077,SKU1000181,0.2695535063432113,SKU1000488,0.26945570950558906,color match: white; size match: xs; text similarity: 0.649
DESC0233,"Good afternoon, could you help me find the cream cardigan from Elite in size XS? Appreciate your help.",cream,elite,xs,SKU1000008,0.8479398350586346,SKU1000528,0.49603310887259566,,,color match: cream; brand match: elite; size match: xs; text similarity: 0.848
DESC0234,"Do you have the Eliite Blose in oliev, size M?",olive,elite,m,SKU1000287,0.0,,,,,color match: olive; brand match: elite; size match: m; text similarity: 0.000
DESC0235,Need Norrdic's whie Gmwn sz XL asap.,white,nordic,xl,SKU1000613,0.23099415793308536,,,,,color match: white; brand match: nordic; size match: xl; text similarity: 0.231
DESC0236,Looking for the soft ivory day dress from Elite in XS.,,elite,xs,SKU1000528,0.8271051137069639,SKU1000627,0.8116511279666934,SKU1000634,0.39510051374049693,brand match: elite; size match: xs; text similarity: 0.827
DESC0237,Do you carry Elite Jacket for Summer 2024?,,elite,,SKU1000042,0.8518360088891389,SKU1000108,0.7806294365383981,SKU1000102,0.6903807373773271,brand match: elite; text similarity: 0.852
DESC0238,Looking for Style Jacket Tan XXL,tan,style,xxl,SKU1000018,0.8231865194761947,,,,,color match: tan; brand match: style; size match: xxl; text similarity: 0.823
DESC0239,"Want dress with sweat-wicking performance, gray in M for Winter 2024.",gray,,m,SKU1000537,0.6980717652363267,SKU1000745,0.2613105377343956,SKU1000674,0.21849693674402348,color match: gray; size match: m; text similarity: 0.698
DESC0240,"I want Comfort's maroon blazer in M, please.",burgundy,comfort,m,SKU1000153,0.8235086906531122,SKU1000161,0.28165419673696596,,,color match: burgundy; brand match: comfort; size match: m; text similarity: 0.824
DESC0241,Do you stock Alpine's weather boots in that emerald? I need XXL.,,alpine,xxl,SKU1000790,0.7930823332666305,SKU1000465,0.3856026757828775,SKU1000479,0.3854924466643993,brand match: alpine; size match: xxl; text similarity: 0.793
DESC0242,"Searching for the Alpine cold-weather coat finished in khaki, L size.",,alpine,l,SKU1000493,0.32534311088691265,SKU1000387,0.32048540932141506,SKU1000407,0.3203891557333751,brand match: alpine; size match: l; text similarity: 0.325
DESC0243,"Good afternoon, I'm checking if you carry the olive sneakers from Elite in size XL? Thanks so much!",olive,elite,xl,SKU1000796,0.8711377365662549,SKU1000567,0.46256724266102583,SKU1000659,0.46248203679992284,color match: olive; brand match: elite; size match: xl; text similarity: 0.871
DESC0244,"Want cream option in dresses, open to suggestions.",cream,,,SKU1000606,0.38087766523971345,SKU1000528,0.3704730871682952,SKU1000493,0.36583486962494205,color match: cream; text similarity: 0.381
DESC0245,Do you carry Essential Dress for Spring 2024?,,essential,,SKU1000606,0.7674101580607829,SKU1000579,0.7544523057898902,SKU1000633,0.7346569892881045,brand match: essential; text similarity: 0.767
DESC0246,Need Classic Blouse Cream size S,cream,classic,s,SKU1000305,0.8378217416474858,SKU1000444,0.4075269302029941,SKU1000137,0.4059078014956105,color match: cream; brand match: classic; size match: s; text similarity: 0.838
DESC0247,"Charcoal Sandals from Modern, size M",charcoal,modern,m,SKU1000702,0.875817934956184,SKU1000039,0.40555455236910587,,,color match: charcoal; brand match: modern; size match: m; text similarity: 0.876
DESC0248,Do you stock Alpine's t-shirt in that charcoal tone? I need XS.,charcoal,alpine,xs,SKU1000307,0.7859238295972345,,,,,color match: charcoal; brand match: alpine; size match: xs; text similarity: 0.786
DESC0249,Looking for Elite Sundress Red L,red,elite,l,SKU1000542,0.8167916080058945,,,,,color match: red; brand match: elite; size match: l; text similarity: 0.817
DESC0250,"Looking for keeps-dry charcoal dress in M, ideally wool.",charcoal,,m,SKU1000570,0.6676361164770664,SKU1000483,0.5197864507217321,SKU1000702,0.30066106777997337,color match: charcoal; size match: m; text similarity: 0.668
